Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returned
5591.0,CA-2019-115224,2019-12-08,2019-12-11,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,West,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2.0,81.04739999999998,
5594.0,US-2020-108014,2020-11-19,2020-11-25,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Cleveland,Ohio,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',59.91300000000001,7.0,-45.93329999999999,
5595.0,CA-2020-160325,2020-09-24,2020-09-24,Same Day,BP-11095,Bart Pistole,Corporate,United States,Lawrence,Massachusetts,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,391.98,2.0,109.75440000000005,
5596.0,CA-2020-160325,2020-09-24,2020-09-24,Same Day,BP-11095,Bart Pistole,Corporate,United States,Lawrence,Massachusetts,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3.0,131.35499999999996,
5598.0,CA-2020-151176,2020-02-13,2020-02-20,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,East,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,25.02,3.0,6.5052,
5599.0,CA-2020-151176,2020-02-13,2020-02-20,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,3.0,2.7845999999999997,
5603.0,CA-2019-117919,2019-08-27,2019-08-29,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,Central,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1.0,1.0620000000000005,
5604.0,CA-2019-117919,2019-08-27,2019-08-29,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,Central,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92000000000002,5.0,27.972,
5606.0,CA-2019-134516,2019-09-20,2019-09-25,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2.0,1.0679999999999996,
5607.0,CA-2019-134516,2019-09-20,2019-09-25,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,South,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",98.392,1.0,-11.069100000000006,
5608.0,CA-2020-105193,2020-03-25,2020-03-31,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,11.05,5.0,2.9835000000000003,
5610.0,CA-2020-117198,2020-08-31,2020-09-05,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Monroe,Louisiana,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2.0,217.7669999999999,
5612.0,CA-2020-121027,2020-08-18,2020-08-22,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2.0,371.316,
5613.0,CA-2020-121027,2020-08-18,2020-08-22,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,1496.16,9.0,224.4240000000001,
5614.0,CA-2019-147431,2019-02-02,2019-02-07,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2.0,5.897999999999996,
5615.0,CA-2019-158001,2019-08-23,2019-08-27,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.299999999999997,5.0,8.733,
5616.0,CA-2019-158001,2019-08-23,2019-08-27,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5.0,281.0160000000001,
5617.0,CA-2019-158001,2019-08-23,2019-08-27,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,29.339999999999996,6.0,7.9218,
5618.0,CA-2020-125745,2020-06-30,2020-07-04,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Memphis,Tennessee,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2.0,5.368000000000001,
5620.0,US-2019-124163,2019-09-25,2019-09-30,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,499.95,5.0,174.9825,
5621.0,US-2019-124163,2019-09-25,2019-09-30,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,3.04,1.0,1.0336,
5622.0,US-2019-124163,2019-09-25,2019-09-30,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",201.96,2.0,50.49000000000001,
5623.0,US-2019-124163,2019-09-25,2019-09-30,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,Central,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,68.64,11.0,17.160000000000004,
5624.0,CA-2019-121748,2019-10-24,2019-10-28,Second Class,VW-21775,Victoria Wilson,Corporate,United States,Los Angeles,California,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,4.0,21.0,
5625.0,CA-2019-121748,2019-10-24,2019-10-28,Second Class,VW-21775,Victoria Wilson,Corporate,United States,Los Angeles,California,West,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98,2.0,21.598799999999983,
5628.0,CA-2020-148810,2020-06-26,2020-07-01,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Miami,Florida,South,OFF-LA-10004689,Office Supplies,Labels,Avery 512,13.872000000000002,6.0,4.681800000000001,
5629.0,CA-2020-148810,2020-06-26,2020-07-01,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Miami,Florida,South,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,273.552,3.0,-13.677599999999998,
5630.0,US-2019-146066,2019-08-21,2019-08-23,Second Class,RB-19465,Rick Bensley,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",815.2919999999999,9.0,-339.7050000000001,
5634.0,CA-2019-101742,2019-09-23,2019-09-28,Second Class,CR-12580,Clay Rozendal,Home Office,United States,New York City,New York,East,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,10.528,7.0,3.6847999999999983,
5636.0,CA-2020-123022,2020-09-03,2020-09-08,Standard Class,SC-20050,Sample Company A,Home Office,United States,La Mesa,California,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56,5.0,28.896,
5637.0,CA-2020-123022,2020-09-03,2020-09-08,Standard Class,SC-20050,Sample Company A,Home Office,United States,La Mesa,California,West,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,284.96999999999997,3.0,85.49099999999996,
5638.0,CA-2020-113208,2020-03-26,2020-04-02,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Dearborn,Michigan,Central,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",60.84,3.0,23.1192,
5642.0,CA-2020-106355,2020-04-02,2020-04-05,First Class,AT-10435,Alyssa Tate,Home Office,United States,Meriden,Connecticut,East,OFF-AR-10000246,Office Supplies,Art,Newell 318,11.12,4.0,2.8911999999999995,
5643.0,CA-2019-127985,2019-04-01,2019-04-05,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,South,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,7.04,4.0,3.0976000000000004,
5645.0,CA-2020-120719,2020-03-23,2020-03-26,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",34.76,5.0,11.297,
5646.0,CA-2020-127117,2020-04-14,2020-04-19,Standard Class,HM-14860,Harry Marie,Corporate,United States,Morristown,New Jersey,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,74.45,5.0,20.1015,
5648.0,CA-2020-168179,2020-11-02,2020-11-07,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Salt Lake City,Utah,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44,3.0,9.3312,
5649.0,CA-2020-142342,2020-07-17,2020-07-19,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,West,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,32.400000000000006,5.0,15.552,
5650.0,CA-2020-142342,2020-07-17,2020-07-19,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,West,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9,5.0,28.95,
5651.0,CA-2020-142342,2020-07-17,2020-07-19,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2.0,0.0,
5652.0,CA-2020-142342,2020-07-17,2020-07-19,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165,5.0,210.73499999999993,
5653.0,CA-2020-109099,2020-10-06,2020-10-11,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,40.99,1.0,20.0851,
5655.0,CA-2019-145261,2019-12-18,2019-12-21,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24000000000001,4.0,-30.159999999999997,
5656.0,CA-2019-145261,2019-12-18,2019-12-21,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,West,OFF-AR-10004078,Office Supplies,Art,Newell 312,18.688,4.0,2.3359999999999994,
5657.0,CA-2019-145261,2019-12-18,2019-12-21,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,West,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",11.648,2.0,3.785599999999999,
5658.0,CA-2019-145261,2019-12-18,2019-12-21,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.776,3.0,-8.458199999999998,
5659.0,CA-2019-145261,2019-12-18,2019-12-21,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,West,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",377.45,5.0,-264.21500000000003,
5660.0,CA-2019-145261,2019-12-18,2019-12-21,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,15.936000000000002,4.0,5.1792,
5661.0,CA-2019-145261,2019-12-18,2019-12-21,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,West,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3.0,-7.17,
5662.0,CA-2019-108875,2019-09-24,2019-10-01,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Aurora,Colorado,West,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,21.44,2.0,7.503999999999999,
5663.0,CA-2019-108875,2019-09-24,2019-10-01,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Aurora,Colorado,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,511.056,9.0,-95.82300000000008,
5664.0,CA-2019-141957,2019-07-21,2019-07-21,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,2.0,1.399200000000001,
5665.0,CA-2019-141957,2019-07-21,2019-07-21,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088000000000005,7.0,-8.1312,
5666.0,CA-2019-141957,2019-07-21,2019-07-21,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,66.688,1.0,4.168000000000003,
5667.0,CA-2019-141957,2019-07-21,2019-07-21,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,East,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",99.488,2.0,8.705200000000005,
5668.0,CA-2019-142405,2019-06-11,2019-06-15,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2.0,6.8713999999999995,
5669.0,CA-2019-142405,2019-06-11,2019-06-15,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984,14.0,17.544800000000002,
5670.0,CA-2019-142405,2019-06-11,2019-06-15,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3.0,132.58980000000005,
5673.0,CA-2020-127922,2020-10-27,2020-11-03,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Dallas,Texas,Central,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.840000000000002,2.0,5.543999999999999,
5674.0,CA-2020-127922,2020-10-27,2020-11-03,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Dallas,Texas,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2.0,2.6399999999999997,
5675.0,CA-2019-146318,2019-01-22,2019-01-27,Standard Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2.0,6.2208000000000006,
5679.0,CA-2019-143924,2019-07-28,2019-08-03,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Holland,Michigan,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,20.44,7.0,9.198,
5680.0,CA-2019-143924,2019-07-28,2019-08-03,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Holland,Michigan,Central,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,109.92,2.0,53.8608,
5681.0,CA-2019-141551,2019-09-24,2019-09-30,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,6.38,1.0,2.9347999999999996,
5682.0,CA-2019-141551,2019-09-24,2019-09-30,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,Central,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,6.48,1.0,3.1104000000000003,
5696.0,CA-2019-126165,2019-05-05,2019-05-07,Second Class,AH-10465,Amy Hunt,Consumer,United States,San Francisco,California,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.08800000000001,2.0,-1.777200000000004,
5697.0,CA-2020-126123,2020-10-14,2020-10-18,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",27.395999999999997,9.0,-42.46380000000002,
5698.0,CA-2020-126123,2020-10-14,2020-10-18,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,13.455999999999998,1.0,-23.54800000000001,
5699.0,CA-2019-143441,2019-11-05,2019-11-05,Same Day,EB-14170,Evan Bailliet,Consumer,United States,Laredo,Texas,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,11.840000000000002,1.0,4.4399999999999995,
5700.0,CA-2020-148320,2020-11-03,2020-11-08,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,35.88,6.0,17.581200000000003,
5701.0,CA-2019-125661,2019-11-24,2019-11-26,First Class,CA-12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,East,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,40.752,3.0,15.281999999999998,
5702.0,CA-2019-125661,2019-11-24,2019-11-26,First Class,CA-12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,139.96000000000004,5.0,-22.743500000000004,
5707.0,CA-2020-136000,2020-09-22,2020-09-25,Second Class,SC-20440,Shaun Chance,Corporate,United States,New York City,New York,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3.0,14.563799999999995,
5713.0,CA-2020-115805,2020-07-31,2020-07-31,Same Day,KW-16435,Katrina Willman,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10003092,Technology,Phones,Motorola L804,36.792,1.0,4.139099999999999,
5715.0,CA-2020-116939,2020-09-25,2020-09-29,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Richmond,Virginia,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,177.54999999999998,5.0,47.938500000000005,
5720.0,CA-2020-126550,2020-03-29,2020-04-02,Second Class,RD-19720,Roger Demir,Consumer,United States,Lafayette,Indiana,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,81.4,5.0,21.164000000000005,
5724.0,CA-2019-165820,2019-09-26,2019-09-30,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,San Francisco,California,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,12.96,2.0,6.2208000000000006,
5728.0,CA-2020-117324,2020-12-08,2020-12-13,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,178.11,3.0,32.059799999999996,
5729.0,CA-2020-117324,2020-12-08,2020-12-13,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3.0,305.1300000000001,
5730.0,CA-2020-117324,2020-12-08,2020-12-13,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2.0,28.0876,
5731.0,CA-2020-117324,2020-12-08,2020-12-13,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,4.0,41.392799999999966,
5732.0,CA-2020-117324,2020-12-08,2020-12-13,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",27.52,4.0,12.659199999999998,
5733.0,CA-2020-143574,2020-06-29,2020-07-02,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9.0,185.25779999999995,
5734.0,CA-2020-143574,2020-06-29,2020-07-02,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69,3.0,7.979400000000002,
5735.0,CA-2020-143574,2020-06-29,2020-07-02,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2.0,8.554399999999998,
5739.0,CA-2019-156139,2019-12-31,2020-01-06,Standard Class,BP-11155,Becky Pak,Consumer,United States,San Francisco,California,West,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.376000000000005,3.0,13.4316,
5740.0,US-2020-147886,2020-03-28,2020-03-31,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,West,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2.0,6.3504000000000005,
5741.0,US-2020-147886,2020-03-28,2020-03-31,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,West,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,1.0,10.0624,
5742.0,US-2020-147886,2020-03-28,2020-03-31,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,West,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,2.0,53.27199999999999,
5743.0,US-2020-147886,2020-03-28,2020-03-31,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,West,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,4.0,12.8256,
5744.0,US-2020-147886,2020-03-28,2020-03-31,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,20.04,3.0,9.6192,
5745.0,US-2020-147886,2020-03-28,2020-03-31,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7.0,7.954799999999963,
5746.0,US-2020-147886,2020-03-28,2020-03-31,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,21.56,7.0,6.899199999999999,
5747.0,CA-2019-113733,2019-12-08,2019-12-12,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.58400000000003,2.0,31.197999999999983,
5748.0,CA-2019-113733,2019-12-08,2019-12-12,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3.0,17.879399999999997,
5749.0,CA-2019-113733,2019-12-08,2019-12-12,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.560000000000002,3.0,-2.4840000000000018,
5750.0,CA-2020-104913,2020-11-18,2020-11-22,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Long Beach,New York,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95,5.0,36.7255,
5752.0,CA-2019-125850,2019-01-22,2019-01-28,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.400000000000006,3.0,22.200000000000003,
5753.0,CA-2019-125850,2019-01-22,2019-01-28,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65,5.0,9.499,
5754.0,CA-2019-118514,2019-02-03,2019-02-10,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4.0,225.264,
5760.0,US-2019-111528,2019-12-30,2019-12-30,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,4.0,125.14319999999998,
5761.0,US-2019-111528,2019-12-30,2019-12-30,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,6.384,1.0,2.1546000000000003,
5762.0,CA-2020-158169,2020-08-12,2020-08-15,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.9399999999999,3.0,152.02319999999995,
5763.0,CA-2020-158169,2020-08-12,2020-08-15,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,West,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,4.0,19.7712,
5767.0,CA-2019-149685,2019-10-08,2019-10-15,Standard Class,PM-19135,Peter McVee,Home Office,United States,San Antonio,Texas,Central,OFF-LA-10004545,Office Supplies,Labels,Avery 50,60.144000000000005,6.0,20.298599999999993,
5768.0,CA-2020-126396,2020-09-08,2020-09-12,Second Class,AR-10345,Alex Russell,Corporate,United States,Houston,Texas,Central,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2,6.0,20.234999999999996,
5774.0,CA-2019-117408,2019-08-31,2019-09-06,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Waco,Texas,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968000000000004,2.0,2.396799999999999,
5775.0,CA-2019-142398,2019-04-12,2019-04-16,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,West,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.2880000000001,7.0,-31.914400000000015,
5776.0,CA-2019-142398,2019-04-12,2019-04-16,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,13.208000000000002,1.0,4.622800000000001,
5777.0,CA-2019-105277,2019-12-04,2019-12-08,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,15.528,3.0,5.823,
5778.0,CA-2019-112060,2019-12-04,2019-12-09,Standard Class,KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,West,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85,1.0,50.328,
